,claim_id,customer_id,claim_date,police_report,claim_amount,fraudulent,CUST_ID,DateOfBirth,State,Contact,fraudulent_flag,gender__Female,gender__Male,Segment__Gold,Segment__Platinum,Segment__Silver,incident_cause__Crime,incident_cause__Driver error,incident_cause__Natural causes,incident_cause__Other causes,incident_cause__Other driver error,claim_area__Auto,claim_area__Home,claim_type__Injury only,claim_type__Material and injury,claim_type__Material only,total_policy_claims__1,total_policy_claims__2,total_policy_claims__3,total_policy_claims__4,total_policy_claims__5,total_policy_claims__6,total_policy_claims__7,total_policy_claims__8
66,43973221,83290720,09/26/2018,Yes,28250.0,No,83290720.0,06-Dec-66,VA,185-825-6547,0.0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
67,79089153,78364565,02/10/2017,Yes,25830.0,No,78364565.0,07-Aug-61,NM,862-483-5218,0.0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
68,37305754,99761663,04/04/2018,No,1242.0,Yes,99761663.0,18-Nov-63,NC,643-246-4718,1.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
69,55252454,6298259,05/29/2017,Unknown,20080.0,No,6298259.0,30-May-69,AZ,712-891-4759,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
70,20332975,51936868,08/16/2018,No,2120.0,No,51936868.0,29-May-88,OR,538-723-7261,0.0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
71,69101899,35907845,05/14/2018,Unknown,19520.0,No,35907845.0,22-Jun-72,IA,384-637-2368,0.0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
72,49234022,17390816,03/29/2017,No,2090.0,No,17390816.0,03-Sep-87,UT,269-384-1923,0.0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
73,85585944,9908654,06/23/2018,No,1989.5,Yes,9908654.0,18-Feb-64,AL,179-894-5412,1.0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
74,35407789,47228798,01/21/2017,Unknown,2196.5,Yes,47228798.0,18-May-74,HI,364-634-3715,1.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
75,26332402,11593991,03/01/2018,No,2060.0,No,11593991.0,22-Dec-65,RI,642-812-6451,0.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
76,50337100,15036122,07/20/2018,Unknown,30080.0,No,15036122.0,30-Mar-88,IA,893-237-4791,0.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
77,1886311,59046302,04/04/2018,No,1680.0,No,59046302.0,15-Jan-94,NY,854-356-9378,0.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
78,84635473,74058124,01/13/2018,Unknown,21505.0,Yes,74058124.0,12-Nov-90,WV,172-685-2746,1.0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
79,99210077,95221640,05/21/2018,No,2040.0,No,95221640.0,13-Jul-67,MD,712-754-5719,0.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
80,57876931,5956033,02/09/2018,No,31855.0,Yes,5956033.0,07-Jul-93,WY,984-397-3427,1.0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
81,11951632,91462331,02/15/2018,Unknown,42722.5,Yes,91462331.0,02-May-86,SD,163-429-1675,1.0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
82,61170397,7946799,07/27/2018,Unknown,34971.5,Yes,7946799.0,10-Mar-76,MT,645-968-6519,1.0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
83,66546485,83884401,05/22/2017,No,1288.0,Yes,83884401.0,13-Mar-92,ND,947-962-9473,1.0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
84,62769771,36498462,06/11/2017,Yes,37800.0,No,36498462.0,10-Sep-87,WV,635-136-5671,0.0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
85,87452238,88191021,10/04/2017,Yes,2760.0,No,88191021.0,11-Jul-86,HI,915-523-3148,0.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
86,99573716,88567908,01/27/2017,No,1180.0,No,88567908.0,26-Sep-71,MN,817-685-2347,0.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
87,39128289,72896975,07/08/2017,Unknown,32480.0,No,72896975.0,26-Feb-70,AL,813-784-4983,0.0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
88,64573390,85650096,08/03/2018,No,2710.0,No,85650096.0,29-Jan-67,MO,954-368-9137,0.0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
89,2181243,51349085,10/17/2017,No,2620.0,No,51349085.0,06-Jun-97,RI,258-762-9482,0.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
90,51685791,90202451,11/20/2017,No,1943.5,Yes,90202451.0,04-Jul-89,KY,413-642-7842,1.0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
91,1633198,55180831,09/07/2017,No,19150.0,No,55180831.0,21-Feb-62,MT,482-319-5783,0.0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
92,15165423,14433043,06/30/2018,Yes,2170.0,No,14433043.0,13-Jun-71,UT,314-341-6783,0.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
93,76552623,56590042,11/06/2017,No,31498.5,Yes,56590042.0,12-Jan-67,AL,254-651-9452,1.0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
94,64731876,43870673,05/22/2017,Unknown,1700.0,No,43870673.0,21-Jun-85,KS,428-238-4918,0.0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
95,95376481,84734050,05/28/2018,Unknown,2220.0,No,84734050.0,21-Apr-60,VA,974-457-9312,0.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
96,21229844,73246256,11/13/2017,No,1020.0,No,73246256.0,18-Oct-84,IN,146-597-5429,0.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
97,4506676,2632562,05/14/2018,Unknown,1400.0,No,2632562.0,14-Dec-85,AK,498-597-9658,0.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
98,712628,74125758,11/27/2017,Unknown,22960.0,No,74125758.0,04-Jan-61,LA,876-786-8624,0.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
99,82144259,92752865,04/25/2017,No,29070.0,No,92752865.0,30-Jan-86,AK,143-219-5498,0.0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
100,93009471,47086007,03/09/2017,Yes,18400.0,No,47086007.0,10-Dec-97,NC,347-618-5821,0.0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
101,23721504,33987747,01/14/2017,No,37524.5,Yes,33987747.0,23-May-73,MO,719-927-1936,1.0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
102,43899763,37312925,10/31/2017,Yes,16070.0,No,37312925.0,12-Jan-63,KS,274-346-6391,0.0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
103,4821698,13233814,07/08/2017,Unknown,17230.0,No,13233814.0,01-Jun-62,AR,583-753-8415,0.0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
104,34488157,32561536,11/06/2017,No,24564.0,Yes,32561536.0,18-Sep-82,MI,718-215-2831,1.0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
105,79953107,73456835,10/16/2018,No,2599.0,Yes,73456835.0,31-Dec-78,CO,376-294-4612,1.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
106,77727200,84767457,12/03/2017,Unknown,23740.0,No,84767457.0,14-Nov-96,AZ,964-984-9257,0.0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
107,33038715,31901720,03/21/2018,No,1510.0,No,31901720.0,29-Nov-63,CA,574-674-6381,0.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
108,10744544,67885239,05/28/2018,No,2740.0,No,67885239.0,17-Sep-66,AL,682-368-5823,0.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
109,67043170,94448966,10/16/2018,No,23760.0,No,94448966.0,20-Jun-84,MD,845-768-2513,0.0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
110,98303926,94633091,06/25/2017,No,1640.0,No,94633091.0,14-Jul-90,RI,826-537-1348,0.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
111,84863978,90116906,11/13/2017,No,23270.0,No,90116906.0,14-Sep-70,SD,645-465-4938,0.0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
112,48203523,82832313,12/03/2017,Yes,29060.0,No,82832313.0,21-Jul-80,NC,679-793-3672,0.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
113,73460630,87993949,06/23/2018,Unknown,25783.0,Yes,87993949.0,29-May-69,NJ,754-586-4891,1.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
114,65335959,61810954,09/19/2018,Unknown,36620.0,No,61810954.0,18-May-69,TX,724-493-6179,0.0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
115,38446319,55782839,12/17/2017,Unknown,21300.0,No,55782839.0,07-Feb-98,ND,918-849-3279,0.0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
116,39131766,39587790,01/01/2017,No,2967.0,Yes,39587790.0,10-Jan-65,LA,615-154-3516,1.0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
117,9961723,14293434,05/22/2017,No,44493.5,Yes,14293434.0,25-Jan-95,IL,269-431-3781,1.0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
118,8405500,46620413,03/02/2017,Unknown,3070.5,Yes,46620413.0,11-Dec-91,DE,164-158-7981,1.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
119,58103215,53798973,05/01/2018,No,2560.0,No,53798973.0,19-Nov-80,TN,732-893-6125,0.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
120,7316148,15556454,03/14/2018,No,2070.0,No,15556454.0,01-Sep-96,OK,952-296-8234,0.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
121,35026470,61497833,11/06/2017,No,1759.5,Yes,61497833.0,06-Aug-95,WV,179-439-6237,1.0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
122,57560277,92889077,03/08/2018,No,1771.0,Yes,92889077.0,08-Mar-63,AR,975-548-7142,1.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
123,19911335,19171044,04/12/2017,Yes,17360.0,No,19171044.0,06-Feb-79,WI,281-597-6245,0.0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
124,54506772,93291407,07/28/2017,Unknown,1368.5,Yes,93291407.0,08-May-70,FL,945-839-1768,1.0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
125,11618238,96710523,03/21/2018,Yes,19240.0,No,96710523.0,29-May-80,WY,846-174-8946,0.0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
126,46248222,52542420,04/10/2018,No,14260.0,No,52542420.0,25-Jul-70,CA,371-247-1395,0.0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
127,13774284,37741743,03/08/2018,No,1350.0,No,37741743.0,16-Jul-82,ME,327-256-9257,0.0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
128,30488859,48145469,04/10/2018,Unknown,1860.0,No,48145469.0,22-May-73,IA,946-341-3157,0.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
129,52959888,25709472,10/23/2018,Unknown,15440.0,No,25709472.0,15-Jan-93,KY,534-697-3498,0.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
130,4112041,58402401,09/12/2018,Unknown,32710.0,No,58402401.0,13-Jun-79,KS,134-129-8167,0.0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
131,12179959,23092790,08/03/2018,Unknown,1380.0,No,23092790.0,21-Apr-82,NE,362-847-6954,0.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
